timestamp,frame,dt_ms,mode,pipeline,run_tag,centroid_u,centroid_v,ekf_x,ekf_y,ekf_z,ekf_vx,ekf_vy,ekf_vz,ekf_uncertainty,depth_metric,servo_dx_mm,servo_dy_mm,servo_dz_mm,err_m,iter_time_ms,robot_x_mm,robot_y_mm,robot_z_mm,fp_raw_x,fp_raw_y,fp_raw_z
1776548182.127682,1,100.7,detect,ekf,,620,536,-0.010000,0.088000,0.350000,0.000000,0.000000,0.000000,0.4472135954999579,,0.00,0.00,0.00,0.000000,2052.7,,,,,,
1776548184.180547,2,2052.9,track,ekf,,619,536,-0.010500,0.087997,0.349986,-0.000238,-0.000002,-0.000006,1.4846801868223516,,0.00,0.00,0.00,0.000000,943.1,,,,,,
1776548185.123868,3,943.3,track,ekf,,619,536,-0.010502,0.088013,0.350052,-0.000002,0.000006,0.000023,2.1448851137546066,,0.00,0.00,0.00,0.000000,97.0,,,,,,
1776548185.221129,4,97.3,track,ekf,,619,536,-0.010501,0.088012,0.350048,-0.000000,0.000005,0.000021,2.188231758123613,,0.00,0.00,0.00,0.000000,94.8,,,,,,
1776548185.316299,5,95.2,track,ekf,,620,536,-0.010431,0.091067,0.362201,0.002616,0.000970,0.003867,2.2452224976794173,,0.00,0.00,0.00,0.000000,125.1,,,,,,
1776548185.441663,6,125.4,track,ekf,,620,536,-0.011061,0.097741,0.388743,0.001558,0.002935,0.011670,2.110576834195867,,0.00,0.00,0.00,0.000000,97.1,,,,,,
1776548185.539193,7,97.5,track,ekf,,620,536,-0.010725,0.094691,0.376611,0.000611,0.001962,0.007796,2.1235037251244746,,0.00,0.00,0.00,0.000000,99.5,,,,,,
1776548185.639016,8,99.8,track,ekf,,620,536,-0.010531,0.092820,0.369170,0.000165,0.001374,0.005461,2.1103629792889844,,0.00,0.00,0.00,0.000000,98.0,,,,,,
1776548185.737423,9,98.4,track,ekf,,620,536,-0.010502,0.092488,0.367851,-0.000025,0.001243,0.004944,2.148939092689469,,0.00,0.00,0.00,0.000000,97.4,,,,,,
1776548185.835098,10,97.7,track,ekf,,620,536,-0.010515,0.092565,0.368155,-0.000107,0.001231,0.004894,2.206117910446431,,0.00,0.00,0.00,0.000000,130.2,,,,,,
