timestamp,frame,dt_ms,mode,pipeline,run_tag,centroid_u,centroid_v,ekf_x,ekf_y,ekf_z,ekf_vx,ekf_vy,ekf_vz,ekf_uncertainty,depth_metric,servo_dx_mm,servo_dy_mm,servo_dz_mm,err_m,iter_time_ms,robot_x_mm,robot_y_mm,robot_z_mm,fp_raw_x,fp_raw_y,fp_raw_z
1776551088.148170,1,100.6,detect,foundationpose,,585,515,-0.045239,0.126615,0.573178,0.000000,0.000000,0.000000,0.3,0.5731781721115112,0.00,0.00,0.00,0.000000,2436.6,205.26,5.56,-52.85,-0.045239,0.126615,0.573178
1776551090.585177,2,2437.0,track,foundationpose,,586,514,-0.044183,0.126170,0.573095,0.000431,-0.000181,-0.000034,0.013856258645472885,0.5730949640274048,0.00,0.00,0.00,0.000000,57.7,205.26,5.56,-52.85,-0.044183,0.126170,0.573095
1776551090.643297,3,58.1,track,foundationpose,,586,514,-0.044490,0.125949,0.573085,-0.002842,-0.002253,-0.000122,0.01182858473487999,0.5730816125869751,0.00,0.00,0.00,0.000000,26.9,205.26,5.56,-52.85,-0.044618,0.125869,0.573082
1776551090.670489,4,27.2,track,foundationpose,,586,514,-0.044517,0.126134,0.573090,-0.002304,0.000339,-0.000025,0.010532811451552814,0.5730963349342346,0.00,0.00,0.00,0.000000,29.5,205.26,5.56,-52.85,-0.044479,0.126316,0.573096
1776551090.700271,5,29.8,track,foundationpose,,585,515,-0.044638,0.126497,0.573036,-0.002828,0.003873,-0.000568,0.010142762254229378,0.5729911923408508,0.00,0.00,0.00,0.000000,27.6,205.26,5.56,-52.85,-0.044684,0.126808,0.572991
1776551090.728128,6,27.9,track,foundationpose,,585,514,-0.044908,0.126380,0.573022,-0.004556,0.001834,-0.000557,0.009739109041333674,0.573022723197937,0.00,0.00,0.00,0.000000,29.6,205.26,5.56,-52.85,-0.045105,0.126146,0.573023
1776551090.757973,7,29.8,track,foundationpose,,586,514,-0.044781,0.126382,0.573137,-0.002445,0.001412,0.000513,0.009501856814952353,0.5732846856117249,0.00,0.00,0.00,0.000000,33.8,205.26,5.56,-52.85,-0.044483,0.126322,0.573285
1776551090.792021,8,34.0,track,foundationpose,,586,514,-0.044750,0.126416,0.573113,-0.001639,0.001314,0.000216,0.009417764279840793,0.5730640888214111,0.00,0.00,0.00,0.000000,15.3,205.26,5.56,-52.85,-0.044616,0.126400,0.573064
1776551090.807490,9,15.5,track,foundationpose,,585,514,-0.044848,0.126418,0.573070,-0.002132,0.001191,-0.000097,0.008483004184377129,0.5729936361312866,0.00,0.00,0.00,0.000000,15.8,205.26,5.56,-52.85,-0.044969,0.126388,0.572994
1776551090.823533,10,16.0,track,foundationpose,,585,514,-0.044806,0.126432,0.573076,-0.001629,0.001158,-0.000049,0.007962041933708258,0.5730903148651123,0.00,0.00,0.00,0.000000,13.2,205.26,5.56,-52.85,-0.044651,0.126422,0.573090
