timestamp,frame,dt_ms,mode,pipeline,run_tag,centroid_u,centroid_v,ekf_x,ekf_y,ekf_z,ekf_vx,ekf_vy,ekf_vz,ekf_uncertainty,depth_metric,servo_dx_mm,servo_dy_mm,servo_dz_mm,err_m,iter_time_ms,robot_x_mm,robot_y_mm,robot_z_mm,fp_raw_x,fp_raw_y,fp_raw_z,err_px
1776648582.524684,1,100.6,detect,ekf,tofu_box_ekf,612,490,-0.014389,0.066804,0.359713,0.000000,0.000000,0.000000,0.4472135954999579,0.3597129144769746,0.00,0.00,0.00,0.000000,2056.8,205.25,5.56,-52.85,,,,
1776648584.582129,2,2057.4,track,ekf,tofu_box_ekf,623,520,-0.008632,0.081737,0.357111,0.002733,0.007090,-0.001207,1.4882819346707228,,0.00,0.00,0.00,0.000000,1096.7,205.25,13.56,-52.85,,,,
1776648585.679235,3,1097.1,track,ekf,tofu_box_ekf,635,520,-0.003097,0.090142,0.390833,0.005833,0.003966,0.010750,1.80240652839185,,0.00,0.00,0.00,0.000000,186.3,205.25,13.56,-52.85,,,,
1776648585.865805,4,186.6,track,ekf,tofu_box_ekf,635,520,-0.002657,0.084248,0.368827,0.000785,-0.000600,0.004616,0.71474635987211,,0.00,0.00,0.00,0.000000,180.9,205.25,13.56,-52.85,,,,
1776648586.046901,5,181.1,track,ekf,tofu_box_ekf,635,520,-0.003277,0.108234,0.474374,0.001110,0.004231,0.038998,0.10103609628205543,0.4780440154292081,0.00,0.00,0.00,0.000000,218.7,205.25,13.56,-52.85,,,,
1776648586.265880,6,219.0,track,ekf,tofu_box_ekf,635,520,-0.003407,0.110125,0.482263,-0.000210,0.008060,0.038635,0.11389895797460746,,0.00,0.00,0.00,0.000000,183.9,205.25,13.56,-52.85,,,,
1776648586.449981,7,184.1,track,ekf,tofu_box_ekf,635,520,-0.003489,0.111800,0.489234,-0.000379,0.008873,0.038426,0.13197421184842986,,0.00,0.00,0.00,0.000000,187.8,205.25,13.56,-52.85,,,,
1776648586.638009,8,188.0,track,ekf,tofu_box_ekf,635,520,-0.003548,0.113475,0.496457,-0.000331,0.008899,0.038421,0.1553505486230178,,0.00,0.00,0.00,0.000000,180.9,205.25,13.56,-52.85,,,,
1776648586.819093,9,181.1,track,ekf,tofu_box_ekf,635,520,-0.003597,0.115069,0.503417,-0.000291,0.008833,0.038435,0.1810563309696565,,0.00,0.00,0.00,0.000000,188.9,205.25,13.56,-52.85,,,,
1776648587.008259,10,189.2,track,ekf,tofu_box_ekf,635,520,-0.003451,0.110420,0.483075,-0.000127,0.004008,0.017474,0.09237643293392533,0.47650099239288046,0.00,0.00,0.00,0.000000,213.4,205.25,13.56,-52.85,,,,
1776648587.222006,11,213.7,track,ekf,tofu_box_ekf,633,521,-0.004750,0.111882,0.486688,-0.004446,0.006060,0.016987,0.10988301792891189,,0.00,0.00,0.00,0.000000,179.3,205.25,6.86,-52.85,,,,
1776648587.401557,12,179.6,track,ekf,tofu_box_ekf,629,520,-0.007458,0.111942,0.489276,-0.011904,0.002490,0.017186,0.12753194080264857,,0.00,0.00,0.00,0.000000,181.0,205.25,6.86,-52.85,,,,
1776648587.582769,13,181.2,track,ekf,tofu_box_ekf,626,521,-0.009821,0.113147,0.492338,-0.012683,0.005279,0.016607,0.14714723531171459,,0.00,0.00,0.00,0.000000,182.5,205.25,5.56,-52.85,,,,
1776648587.765557,14,182.8,track,ekf,tofu_box_ekf,623,521,-0.012046,0.113985,0.495507,-0.012325,0.004736,0.016824,0.1690827304095794,,0.00,0.00,0.00,0.000000,183.6,205.25,5.56,-52.85,,,,
1776648587.949363,15,183.8,track,ekf,tofu_box_ekf,623,521,-0.012507,0.115935,0.503979,-0.005205,0.005094,0.020980,0.09077901880504956,0.5054065504238984,0.00,0.00,0.00,0.000000,214.2,205.26,5.55,-49.66,,,,
1776648588.163831,16,214.5,track,ekf,tofu_box_ekf,623,522,-0.012456,0.117525,0.508073,-0.001268,0.006998,0.020513,0.10598155571386217,,0.00,0.00,0.00,0.000000,183.7,205.26,5.55,-49.66,,,,
1776648588.347734,17,183.9,track,ekf,tofu_box_ekf,623,525,-0.012443,0.120291,0.511154,-0.000365,0.012894,0.018919,0.12153685596314354,,0.00,0.00,0.00,0.000000,192.6,205.25,5.57,-44.85,,,,
1776648588.540559,18,192.8,track,ekf,tofu_box_ekf,624,531,-0.011793,0.124919,0.512567,0.002118,0.021820,0.015597,0.1398194876158268,,0.00,0.00,0.00,0.000000,95.9,205.25,5.57,-44.85,,,,
1776648588.636826,19,96.3,track,ekf,tofu_box_ekf,622,531,-0.012919,0.126740,0.517471,-0.004269,0.017098,0.019048,0.14869236288973844,,0.00,0.00,0.00,0.000000,189.2,205.25,5.57,-44.85,,,,
1776648588.826306,20,189.5,track,ekf,tofu_box_ekf,622,531,-0.013705,0.130191,0.531474,-0.003512,0.010965,0.027878,0.0882065147504375,0.5354767336981915,0.00,0.00,0.00,0.000000,217.7,205.25,5.57,-44.85,,,,
1776648589.044328,21,218.0,track,ekf,tofu_box_ekf,622,531,-0.013882,0.131397,0.537390,-0.001591,0.007331,0.028623,0.10288236341707331,,0.00,0.00,0.00,0.000000,188.2,205.25,5.57,-44.85,,,,
