timestamp,frame,dt_ms,mode,pipeline,run_tag,centroid_u,centroid_v,ekf_x,ekf_y,ekf_z,ekf_vx,ekf_vy,ekf_vz,ekf_uncertainty,depth_metric,servo_dx_mm,servo_dy_mm,servo_dz_mm,err_m,iter_time_ms,robot_x_mm,robot_y_mm,robot_z_mm,fp_raw_x,fp_raw_y,fp_raw_z
1776645410.632196,1,100.6,detect,foundationpose,cardboard_box_fp,602,457,-0.033249,0.085976,0.619050,0.000000,0.000000,0.000000,0.3,0.6190498471260071,0.00,0.00,0.00,0.000000,2539.3,205.26,5.56,-52.85,-0.033249,0.085976,0.619050
1776645413.172070,2,2539.9,track,foundationpose,cardboard_box_fp,602,457,-0.033369,0.086101,0.618971,-0.000047,0.000049,-0.000031,0.013856270267927635,0.6189707517623901,0.00,0.00,0.00,0.000000,64.7,205.26,5.56,-52.85,-0.033369,0.086101,0.618971
1776645413.237063,3,65.0,track,foundationpose,cardboard_box_fp,602,457,-0.033492,0.086174,0.618904,-0.001210,0.000730,-0.000689,0.012063053466447659,0.6188847422599792,0.00,0.00,0.00,0.000000,36.9,205.26,5.56,-52.85,-0.033531,0.086197,0.618885
1776645413.274235,4,37.2,track,foundationpose,cardboard_box_fp,602,457,-0.033422,0.086076,0.618947,-0.000099,-0.000478,-0.000009,0.011011051826162542,0.6189859509468079,0.00,0.00,0.00,0.000000,31.9,205.26,5.56,-52.85,-0.033354,0.086002,0.618986
1776645413.306529,5,32.3,track,foundationpose,cardboard_box_fp,602,457,-0.033602,0.086089,0.618902,-0.001669,-0.000226,-0.000417,0.010303857559084391,0.6188656091690063,0.00,0.00,0.00,0.000000,34.5,205.26,5.56,-52.85,-0.033746,0.086112,0.618866
1776645413.341239,6,34.7,track,foundationpose,cardboard_box_fp,602,457,-0.033538,0.086049,0.618909,-0.000706,-0.000480,-0.000239,0.009968132012987452,0.6189301609992981,0.00,0.00,0.00,0.000000,34.7,205.26,5.56,-52.85,-0.033423,0.086019,0.618930
1776645413.376176,7,34.9,track,foundationpose,cardboard_box_fp,602,457,-0.033466,0.086020,0.618952,-0.000033,-0.000568,0.000120,0.009662670013132564,0.6190060377120972,0.00,0.00,0.00,0.000000,14.9,205.26,5.56,-52.85,-0.033364,0.086006,0.619006
1776645413.391301,8,15.1,track,foundationpose,cardboard_box_fp,602,457,-0.033356,0.086026,0.618985,0.000715,-0.000468,0.000332,0.008596240470929285,0.6190345883369446,0.00,0.00,0.00,0.000000,16.2,205.26,5.56,-52.85,-0.033179,0.086050,0.619035
1776645413.407750,9,16.4,track,foundationpose,cardboard_box_fp,602,457,-0.033325,0.086022,0.618954,0.000841,-0.000445,0.000089,0.008048709123371292,0.618882954120636,0.00,0.00,0.00,0.000000,14.0,205.26,5.56,-52.85,-0.033288,0.086028,0.618883
1776645413.421988,10,14.2,track,foundationpose,cardboard_box_fp,602,457,-0.033324,0.086022,0.618948,0.000769,-0.000404,0.000042,0.007610590960242256,0.6189318895339966,0.00,0.00,0.00,0.000000,15.7,205.26,5.56,-52.85,-0.033350,0.086036,0.618932
1776645413.437937,11,15.9,track,foundationpose,cardboard_box_fp,602,457,-0.033344,0.086036,0.618962,0.000561,-0.000266,0.000128,0.007404017083186604,0.6189950108528137,0.00,0.00,0.00,0.000000,14.2,205.26,5.56,-52.85,-0.033424,0.086090,0.618995
1776645413.452400,12,14.5,track,foundationpose,cardboard_box_fp,602,457,-0.033403,0.086043,0.618954,0.000128,-0.000201,0.000061,0.007196186216695943,0.6189257502555847,0.00,0.00,0.00,0.000000,18.4,205.26,5.56,-52.85,-0.033585,0.086070,0.618926
1776645413.471109,13,18.7,track,foundationpose,cardboard_box_fp,602,457,-0.033351,0.086025,0.618976,0.000441,-0.000291,0.000194,0.007242680522280487,0.619031548500061,0.00,0.00,0.00,0.000000,16.2,205.26,5.56,-52.85,-0.033220,0.085987,0.619032
1776645413.487558,14,16.4,track,foundationpose,cardboard_box_fp,602,457,-0.033326,0.085992,0.618976,0.000556,-0.000466,0.000178,0.0071632305210928,0.6189694404602051,0.00,0.00,0.00,0.000000,17.7,205.26,5.61,-52.85,-0.033275,0.085915,0.618969
1776645413.505562,15,18.0,track,foundationpose,cardboard_box_fp,603,457,-0.033268,0.086022,0.618982,0.000850,-0.000232,0.000195,0.007170060897569624,0.6189900040626526,0.00,0.00,0.00,0.000000,14.7,205.26,5.61,-52.85,-0.033136,0.086126,0.618990
1776645413.520505,16,14.9,track,foundationpose,cardboard_box_fp,602,457,-0.033254,0.086015,0.618987,0.000857,-0.000253,0.000204,0.007033171081510761,0.6189914345741272,0.00,0.00,0.00,0.000000,17.5,205.26,5.61,-52.85,-0.033250,0.086005,0.618991
1776645413.538283,17,17.8,track,foundationpose,cardboard_box_fp,602,457,-0.033311,0.086026,0.618984,0.000425,-0.000159,0.000164,0.007058568990454777,0.6189645528793335,0.00,0.00,0.00,0.000000,14.3,205.26,5.61,-52.85,-0.033517,0.086071,0.618965
1776645413.552788,18,14.5,track,foundationpose,cardboard_box_fp,602,458,-0.033298,0.086071,0.618965,0.000467,0.000122,0.000036,0.006928818516646534,0.6189002394676208,0.00,0.00,0.00,0.000000,15.4,205.26,5.61,-52.85,-0.033276,0.086213,0.618900
1776645413.568403,19,15.6,track,foundationpose,cardboard_box_fp,602,458,-0.033314,0.086129,0.618987,0.000329,0.000453,0.000167,0.006885607423117444,0.6190550923347473,0.00,0.00,0.00,0.000000,15.8,205.26,5.61,-52.85,-0.033385,0.086300,0.619055
1776645413.584407,20,16.0,track,foundationpose,cardboard_box_fp,603,458,-0.033256,0.086157,0.618952,0.000634,0.000576,-0.000059,0.006870130882254024,0.6188334822654724,0.00,0.00,0.00,0.000000,15.1,205.26,5.61,-52.85,-0.033098,0.086221,0.618833
1776645413.599777,21,15.4,track,foundationpose,cardboard_box_fp,603,457,-0.033204,0.086146,0.618975,0.000885,0.000461,0.000084,0.006829974627070319,0.6190508008003235,0.00,0.00,0.00,0.000000,15.5,205.26,5.61,-52.85,-0.033070,0.086085,0.619051
1776645413.615491,22,15.7,track,foundationpose,cardboard_box_fp,602,457,-0.033257,0.086144,0.618981,0.000495,0.000408,0.000112,0.006815454355000622,0.6189965009689331,0.00,0.00,0.00,0.000000,14.6,205.26,5.61,-52.85,-0.033466,0.086116,0.618997
1776645413.630407,23,14.9,track,foundationpose,cardboard_box_fp,602,457,-0.033327,0.086112,0.618972,0.000040,0.000182,0.000050,0.006769878870256259,0.618938148021698,0.00,0.00,0.00,0.000000,16.2,205.26,5.61,-52.85,-0.033576,0.085987,0.618938
1776645413.646866,24,16.5,track,foundationpose,cardboard_box_fp,602,457,-0.033370,0.086055,0.618987,-0.000210,-0.000163,0.000134,0.0068036651244824855,0.6190330386161804,0.00,0.00,0.00,0.000000,13.1,205.26,5.61,-52.85,-0.033505,0.085869,0.619033
1776645413.660206,25,13.3,track,foundationpose,cardboard_box_fp,602,457,-0.033427,0.086048,0.618974,-0.000525,-0.000190,0.000047,0.006692133510970208,0.6189253926277161,0.00,0.00,0.00,0.000000,16.6,205.26,5.61,-52.85,-0.033605,0.086033,0.618925
1776645413.677022,26,16.8,track,foundationpose,cardboard_box_fp,602,457,-0.033396,0.086064,0.618962,-0.000294,-0.000079,-0.000027,0.006764120479593391,0.6189212203025818,0.00,0.00,0.00,0.000000,14.0,205.26,5.61,-52.85,-0.033269,0.086126,0.618921
1776645413.691238,27,14.2,track,foundationpose,cardboard_box_fp,602,458,-0.033390,0.086105,0.618991,-0.000237,0.000162,0.000140,0.006701722723824689,0.6190851330757141,0.00,0.00,0.00,0.000000,16.5,205.26,5.61,-52.85,-0.033358,0.086240,0.619085
1776645413.707979,28,16.7,track,foundationpose,cardboard_box_fp,603,457,-0.033298,0.086112,0.619012,0.000321,0.000186,0.000249,0.006766667874601875,0.6190720200538635,0.00,0.00,0.00,0.000000,14.2,205.26,5.61,-52.85,-0.032989,0.086125,0.619072
1776645413.722436,29,14.5,track,foundationpose,cardboard_box_fp,603,457,-0.033165,0.086019,0.618976,0.001061,-0.000363,0.000019,0.006713042722893828,0.6188462376594543,0.00,0.00,0.00,0.000000,15.3,205.26,5.61,-52.85,-0.032749,0.085710,0.618846
1776645413.737996,30,15.6,track,foundationpose,cardboard_box_fp,604,457,-0.032945,0.086063,0.619035,0.002243,-0.000076,0.000359,0.006723045613754075,0.6192258596420288,0.00,0.00,0.00,0.000000,14.3,205.26,5.61,-52.85,-0.032281,0.086225,0.619226
1776645413.752481,31,14.5,track,foundationpose,cardboard_box_fp,604,458,-0.032725,0.086151,0.619037,0.003329,0.000437,0.000339,0.006683747653005782,0.6190252304077148,0.00,0.00,0.00,0.000000,15.2,205.26,5.61,-52.85,-0.032107,0.086443,0.619025
1776645413.768119,32,15.6,track,foundationpose,cardboard_box_fp,604,457,-0.032426,0.086061,0.619021,0.004754,-0.000125,0.000219,0.006706086914752452,0.6189537048339844,0.00,0.00,0.00,0.000000,16.2,205.26,5.61,-52.85,-0.031621,0.085744,0.618954
1776645413.784553,33,16.4,track,foundationpose,cardboard_box_fp,604,457,-0.032165,0.086036,0.619045,0.005814,-0.000257,0.000334,0.006755458236644594,0.6191083192825317,0.00,0.00,0.00,0.000000,16.1,205.26,5.61,-52.85,-0.031576,0.085963,0.619108
1776645413.800975,34,16.4,track,foundationpose,cardboard_box_fp,605,457,-0.031891,0.085968,0.619062,0.006841,-0.000624,0.000403,0.006788288705629034,0.6191003322601318,0.00,0.00,0.00,0.000000,15.6,205.25,11.03,-52.85,-0.031327,0.085766,0.619100
1776645413.816874,35,15.9,track,foundationpose,cardboard_box_fp,605,457,-0.031644,0.085910,0.619084,0.007639,-0.000902,0.000490,0.00678774956260538,0.6191316246986389,0.00,0.00,0.00,0.000000,15.4,205.25,11.03,-52.85,-0.031204,0.085757,0.619132
1776645413.832537,36,15.7,track,foundationpose,cardboard_box_fp,605,457,-0.031417,0.085815,0.619106,0.008253,-0.001363,0.000573,0.0067766876590822965,0.6191515326499939,0.00,0.00,0.00,0.000000,16.1,205.25,11.03,-52.85,-0.031078,0.085560,0.619152
1776645413.848864,37,16.3,track,foundationpose,cardboard_box_fp,606,457,-0.031038,0.085745,0.619091,0.009654,-0.001641,0.000434,0.006796857849055782,0.6190142631530762,0.00,0.00,0.00,0.000000,14.5,205.25,11.03,-52.85,-0.030268,0.085592,0.619014
1776645413.863640,38,14.8,track,foundationpose,cardboard_box_fp,606,457,-0.030740,0.085657,0.619073,0.010549,-0.002005,0.000296,0.006744438048882738,0.6189959645271301,0.00,0.00,0.00,0.000000,16.0,205.25,11.03,-52.85,-0.030239,0.085453,0.618996
1776645413.879912,39,16.3,track,foundationpose,cardboard_box_fp,607,457,-0.030322,0.085563,0.619116,0.011966,-0.002355,0.000515,0.006772103200915199,0.6192376017570496,0.00,0.00,0.00,0.000000,13.5,205.25,11.03,-52.85,-0.029535,0.085369,0.619238
1776645413.893664,40,13.8,track,foundationpose,cardboard_box_fp,606,457,-0.030039,0.085551,0.619181,0.012649,-0.002242,0.000847,0.006683763695128126,0.6193717122077942,0.00,0.00,0.00,0.000000,16.2,205.25,11.03,-52.85,-0.029647,0.085616,0.619372
1776645413.910099,41,16.4,track,foundationpose,cardboard_box_fp,608,457,-0.029575,0.085537,0.619213,0.014122,-0.002107,0.000948,0.006737847633468079,0.619269073009491,0.00,0.00,0.00,0.000000,13.6,205.25,11.03,-52.85,-0.028749,0.085613,0.619269
