timestamp,frame,dt_ms,mode,pipeline,run_tag,centroid_u,centroid_v,ekf_x,ekf_y,ekf_z,ekf_vx,ekf_vy,ekf_vz,ekf_uncertainty,depth_metric,servo_dx_mm,servo_dy_mm,servo_dz_mm,err_m,iter_time_ms,robot_x_mm,robot_y_mm,robot_z_mm,fp_raw_x,fp_raw_y,fp_raw_z
1776645338.651625,1,100.7,detect,ekf,cardboard_box_ekf,599,470,-0.033543,0.089992,0.572679,0.000000,0.000000,0.000000,0.4472135954999579,0.5726792756966455,0.00,0.00,0.00,0.000000,2218.4,205.26,5.56,-52.85,,,
1776645340.870571,2,2218.9,track,ekf,cardboard_box_ekf,621,478,-0.015546,0.096541,0.572705,0.007948,0.002892,0.000011,1.600229932010041,,0.00,0.00,0.00,0.000000,959.7,205.26,13.56,-52.85,,,
1776645341.830543,3,960.0,track,ekf,cardboard_box_ekf,633,484,-0.005504,0.098636,0.556483,0.009771,0.004006,-0.005235,1.9362754704953626,,0.00,0.00,0.00,0.000000,91.8,205.26,13.56,-52.85,,,
1776645341.922557,4,92.0,track,ekf,cardboard_box_ekf,634,484,-0.005083,0.105552,0.595329,0.010479,0.004198,0.007203,1.608150791418339,,0.00,0.00,0.00,0.000000,90.3,205.26,13.56,-52.85,,,
1776645342.013095,5,90.5,track,ekf,cardboard_box_ekf,634,483,-0.004614,0.097136,0.551978,0.004361,-0.004505,-0.003974,0.10153453949928791,0.552230593494302,0.00,0.00,0.00,0.000000,124.2,205.26,13.56,-52.85,,,
1776645342.137552,6,124.5,track,ekf,cardboard_box_ekf,634,484,-0.004616,0.097527,0.551620,0.001948,-0.000460,-0.004499,0.10718015598426521,,0.00,0.00,0.00,0.000000,89.3,205.26,13.56,-52.85,,,
1776645342.227066,7,89.5,track,ekf,cardboard_box_ekf,634,484,-0.004648,0.097578,0.551079,0.000957,0.000079,-0.004612,0.11372741977590142,,0.00,0.00,0.00,0.000000,91.1,205.26,13.56,-52.85,,,
1776645342.318356,8,91.3,track,ekf,cardboard_box_ekf,634,483,-0.004677,0.097012,0.550813,0.000398,-0.002718,-0.004012,0.12221092848045115,,0.00,0.00,0.00,0.000000,91.1,205.26,13.56,-52.85,,,
1776645342.409725,9,91.4,track,ekf,cardboard_box_ekf,634,484,-0.004698,0.097325,0.550579,0.000132,-0.000183,-0.004276,0.13217061971399802,,0.00,0.00,0.00,0.000000,91.8,205.26,13.56,-52.85,,,
1776645342.501813,10,92.1,track,ekf,cardboard_box_ekf,634,484,-0.004693,0.097118,0.548481,0.000044,0.000062,-0.005876,0.08305890103529726,0.5476520384518209,0.00,0.00,0.00,0.000000,121.5,205.26,13.56,-52.85,,,
1776645342.623760,11,121.9,track,ekf,cardboard_box_ekf,634,484,-0.004694,0.097055,0.547779,0.000018,-0.000242,-0.005820,0.09360199304065273,,0.00,0.00,0.00,0.000000,92.3,205.26,13.56,-52.85,,,
1776645342.716275,12,92.5,track,ekf,cardboard_box_ekf,634,483,-0.004692,0.096410,0.547340,0.000020,-0.003191,-0.005299,0.10317071221963835,,0.00,0.00,0.00,0.000000,93.1,205.26,13.56,-52.85,,,
1776645342.809757,13,93.5,track,ekf,cardboard_box_ekf,634,483,-0.004688,0.096094,0.546841,0.000029,-0.003272,-0.005291,0.11392472010181502,,0.00,0.00,0.00,0.000000,94.7,205.26,13.56,-52.85,,,
1776645342.904713,14,95.0,track,ekf,cardboard_box_ekf,634,484,-0.004684,0.096511,0.546321,0.000039,0.000112,-0.005767,0.12577277975227016,,0.00,0.00,0.00,0.000000,94.2,205.26,13.56,-52.85,,,
1776645342.999266,15,94.6,track,ekf,cardboard_box_ekf,634,484,-0.004702,0.097112,0.548467,0.000023,0.001116,-0.003195,0.08201384137847598,0.5499656992045029,0.00,0.00,0.00,0.000000,124.9,205.26,13.56,-52.85,,,
1776645343.124529,16,125.3,track,ekf,cardboard_box_ekf,634,484,-0.004698,0.097126,0.548096,0.000026,0.000579,-0.003094,0.09297860937516188,,0.00,0.00,0.00,0.000000,91.3,205.26,13.56,-52.85,,,
1776645343.216066,17,91.5,track,ekf,cardboard_box_ekf,634,484,-0.004696,0.097081,0.547827,0.000026,0.000111,-0.003013,0.10187261699914882,,0.00,0.00,0.00,0.000000,91.8,205.26,13.56,-52.85,,,
1776645343.308120,18,92.1,track,ekf,cardboard_box_ekf,634,484,-0.004693,0.097022,0.547558,0.000026,-0.000219,-0.002957,0.11148418096157356,,0.00,0.00,0.00,0.000000,93.4,205.26,13.56,-52.85,,,
1776645343.401818,19,93.7,track,ekf,cardboard_box_ekf,634,484,-0.004691,0.096962,0.547285,0.000026,-0.000405,-0.002926,0.12184813031810902,,0.00,0.00,0.00,0.000000,94.2,205.26,13.56,-52.85,,,
1776645343.496285,20,94.5,track,ekf,cardboard_box_ekf,634,484,-0.004679,0.096699,0.545843,0.000034,-0.000674,-0.003953,0.08084679012304377,0.5451579584303158,0.00,0.00,0.00,0.000000,123.4,205.26,8.19,-52.85,,,
1776645343.619936,21,123.7,track,ekf,cardboard_box_ekf,631,484,-0.006507,0.096606,0.545343,-0.007758,-0.000715,-0.004010,0.09041994125872974,,0.00,0.00,0.00,0.000000,91.8,205.26,8.19,-52.85,,,
1776645343.711986,22,92.0,track,ekf,cardboard_box_ekf,628,484,-0.008754,0.096334,0.543815,-0.015065,-0.000909,-0.005097,0.09811789535956518,,0.00,0.00,0.00,0.000000,93.7,205.26,8.19,-52.85,,,
1776645343.805997,23,94.0,track,ekf,cardboard_box_ekf,626,484,-0.010670,0.096153,0.542798,-0.017476,-0.000999,-0.005608,0.10645581598161798,,0.00,0.00,0.00,0.000000,94.6,205.26,5.56,-52.85,,,
1776645343.900918,24,94.9,track,ekf,cardboard_box_ekf,624,484,-0.012376,0.096052,0.542231,-0.017703,-0.001005,-0.005645,0.11552162453358118,,0.00,0.00,0.00,0.000000,93.6,205.26,5.56,-52.85,,,
1776645343.994789,25,93.9,track,ekf,cardboard_box_ekf,623,484,-0.013780,0.098629,0.556793,-0.015435,0.001216,0.006986,0.07900978653810832,0.5666195294982496,0.00,0.00,0.00,0.000000,122.8,205.26,5.56,-52.85,,,
1776645344.117894,26,123.1,track,ekf,cardboard_box_ekf,622,483,-0.014643,0.098170,0.557696,-0.011009,-0.001316,0.007613,0.08770463866674724,,0.00,0.00,0.00,0.000000,93.2,205.26,5.56,-52.84,,,
1776645344.211292,27,93.4,track,ekf,cardboard_box_ekf,622,481,-0.014709,0.096882,0.558098,-0.006543,-0.006437,0.008303,0.0949407314100314,,0.00,0.00,0.00,0.000000,93.2,205.26,5.56,-52.84,,,
1776645344.304881,28,93.6,track,ekf,cardboard_box_ekf,622,481,-0.014630,0.096490,0.558727,-0.003280,-0.005336,0.008158,0.10269838178141395,,0.00,0.00,0.00,0.000000,94.9,205.26,5.56,-52.84,,,
