timestamp,frame,dt_ms,mode,pipeline,run_tag,centroid_u,centroid_v,ekf_x,ekf_y,ekf_z,ekf_vx,ekf_vy,ekf_vz,ekf_uncertainty,depth_metric,servo_dx_mm,servo_dy_mm,servo_dz_mm,err_m,iter_time_ms,robot_x_mm,robot_y_mm,robot_z_mm,fp_raw_x,fp_raw_y,fp_raw_z
1776646872.409608,1,100.7,detect,ekf,cardboard_box_ekf,598,469,-0.034600,0.089794,0.576660,0.000000,0.000000,0.000000,0.4472135954999579,0.5766603167399806,0.00,0.00,0.00,0.000000,2205.4,205.26,5.56,-52.85,,,
1776646874.615695,2,2206.1,track,ekf,cardboard_box_ekf,619,462,-0.017415,0.084327,0.578581,0.007632,-0.002428,0.000836,1.5913196933551894,,0.00,0.00,0.00,0.000000,1061.8,205.26,13.56,-52.85,,,
1776646875.677806,3,1062.1,track,ekf,cardboard_box_ekf,636,485,-0.003366,0.103909,0.582637,0.013470,0.017669,-0.000612,2.038914670994831,,0.00,0.00,0.00,0.000000,102.0,205.26,13.56,-52.85,,,
1776646875.780049,4,102.2,track,ekf,cardboard_box_ekf,633,477,-0.006285,0.134997,0.790083,0.006755,0.026087,0.061901,0.31641326659364044,,0.00,0.00,0.00,0.000000,94.5,205.26,13.56,-52.85,,,
1776646875.874742,5,94.7,track,ekf,cardboard_box_ekf,633,483,-0.006351,0.098548,0.571152,-0.011660,-0.007341,-0.013768,0.09520998129630255,0.5356165697274252,0.00,0.00,0.00,0.000000,131.1,205.26,13.56,-52.85,,,
1776646876.006101,6,131.4,track,ekf,cardboard_box_ekf,633,483,-0.006045,0.100491,0.573799,-0.004013,0.001163,-0.015885,0.09981396168561422,,0.00,0.00,0.00,0.000000,93.1,205.26,13.56,-52.85,,,
1776646876.099648,7,93.5,track,ekf,cardboard_box_ekf,633,488,-0.005906,0.103542,0.572052,-0.001604,0.014144,-0.021137,0.10744473255854423,,0.00,0.00,0.00,0.000000,96.6,205.26,13.56,-52.85,,,
1776646876.196465,8,96.8,track,ekf,cardboard_box_ekf,633,476,-0.005921,0.099318,0.581404,-0.000556,-0.017963,-0.000639,0.11692213488708342,,0.00,0.00,0.00,0.000000,93.7,205.26,13.56,-52.85,,,
1776646876.290401,9,93.9,track,ekf,cardboard_box_ekf,632,476,-0.006414,0.096090,0.577791,-0.002785,-0.022676,-0.003032,0.12473059433251242,,0.00,0.00,0.00,0.000000,94.9,205.26,13.56,-52.85,,,
1776646876.385489,10,95.1,track,ekf,cardboard_box_ekf,633,483,-0.005699,0.094500,0.547884,0.000620,-0.001666,-0.036039,0.08143708469746111,0.5245827552739286,0.00,0.00,0.00,0.000000,128.8,205.26,13.56,-52.85,,,
1776646876.514673,11,129.2,track,ekf,cardboard_box_ekf,632,462,-0.006255,0.084806,0.558975,-0.001492,-0.048487,-0.016097,0.09262296037692747,,0.00,0.00,0.00,0.000000,94.3,205.26,13.56,-52.85,,,
1776646876.609144,12,94.5,track,ekf,cardboard_box_ekf,632,462,-0.006411,0.081409,0.560445,-0.001446,-0.044798,-0.013178,0.09815452195848653,,0.00,0.00,0.00,0.000000,97.2,205.26,13.56,-52.85,,,
1776646876.706625,13,97.5,track,ekf,cardboard_box_ekf,632,462,-0.006482,0.080872,0.563256,-0.000950,-0.029171,-0.009288,0.1086258695022042,,0.00,0.00,0.00,0.000000,98.2,205.26,13.56,-52.85,,,
1776646876.805245,14,98.6,track,ekf,cardboard_box_ekf,632,462,-0.006423,0.080374,0.558551,-0.000399,-0.016035,-0.013141,0.12020662055115112,,0.00,0.00,0.00,0.000000,96.8,205.26,13.56,-52.85,,,
1776646876.902454,15,97.2,track,ekf,cardboard_box_ekf,632,462,-0.006215,0.078433,0.541919,0.000098,-0.009778,-0.028414,0.08032788227116454,0.535225910969302,0.00,0.00,0.00,0.000000,135.7,205.26,13.56,-52.85,,,
1776646877.038683,16,136.2,track,ekf,cardboard_box_ekf,632,462,-0.006152,0.078071,0.537433,0.000279,-0.005593,-0.029248,0.0919695182663848,,0.00,0.00,0.00,0.000000,93.6,205.26,13.01,-52.85,,,
1776646877.132535,17,93.9,track,ekf,cardboard_box_ekf,632,462,-0.006113,0.077797,0.534548,0.000335,-0.004335,-0.029509,0.1008769857759148,,0.00,0.00,0.00,0.000000,97.4,205.26,13.01,-52.85,,,
