timestamp,frame,dt_ms,mode,pipeline,run_tag,centroid_u,centroid_v,ekf_x,ekf_y,ekf_z,ekf_vx,ekf_vy,ekf_vz,ekf_uncertainty,depth_metric,servo_dx_mm,servo_dy_mm,servo_dz_mm,err_m,iter_time_ms,robot_x_mm,robot_y_mm,robot_z_mm,fp_raw_x,fp_raw_y,fp_raw_z
1776646986.714346,1,100.7,detect,ibvs,cardboard_box_pbvs,598,469,-0.035005,0.090846,0.583414,0.000000,0.000000,0.000000,0.4472135954999579,0.5834142776710891,0.00,0.00,0.00,0.000000,2218.3,205.26,5.57,-52.85,,,
1776646988.933317,2,2219.0,track,ibvs,cardboard_box_pbvs,598,469,-0.035005,0.090846,0.583414,0.000000,0.000000,0.000000,1.600252033900226,,0.00,0.00,0.00,0.000000,998.8,205.26,13.57,-52.85,,,
1776646989.932375,3,999.1,track,ibvs,cardboard_box_pbvs,631,462,-0.007573,0.085148,0.584262,0.027244,-0.005426,0.002480,2.3018686483653235,,0.00,0.00,0.00,0.000000,96.1,205.26,13.57,-52.85,,,
1776646990.028662,4,96.3,track,ibvs,cardboard_box_pbvs,632,476,-0.007708,0.106332,0.662199,0.040604,0.069084,0.015929,0.24106547939054457,,0.00,0.00,0.00,0.000000,96.7,205.26,13.57,-52.85,,,
1776646990.125702,5,97.0,track,ibvs,cardboard_box_pbvs,633,483,-0.005822,0.099079,0.561354,0.005983,0.072740,-0.020183,0.09076800850257316,0.5468848682029637,0.00,0.00,0.00,0.000000,124.8,205.26,13.57,-52.85,,,
1776646990.250797,6,125.1,track,ibvs,cardboard_box_pbvs,633,483,-0.005579,0.102340,0.572330,0.004731,0.041357,-0.001780,0.09358417840352036,,0.00,0.00,0.00,0.000000,97.2,205.26,13.57,-52.85,,,
1776646990.348232,7,97.4,track,ibvs,cardboard_box_pbvs,633,488,-0.005549,0.104530,0.569293,0.002532,0.035246,-0.000957,0.10030637801370172,,0.00,0.00,0.00,0.000000,93.9,205.26,13.57,-52.85,,,
1776646990.442762,8,94.5,track,ibvs,cardboard_box_pbvs,632,464,-0.006131,0.089112,0.560152,-0.002026,-0.041237,0.024137,0.11010906792596312,,0.00,0.00,0.00,0.000000,94.7,205.26,13.57,-52.85,,,
1776646990.537726,9,95.0,track,ibvs,cardboard_box_pbvs,632,476,-0.006828,0.097827,0.604158,-0.002983,-0.011548,0.061260,0.1076331699910808,,0.00,0.00,0.00,0.000000,92.4,205.26,13.57,-52.85,,,
1776646990.630404,10,92.7,track,ibvs,cardboard_box_pbvs,633,483,-0.005917,0.096987,0.565849,0.001082,0.016861,0.010227,0.07731417633083745,0.5387813411821406,0.00,0.00,0.00,0.000000,126.5,205.26,13.57,-52.85,,,
1776646990.757157,11,126.8,track,ibvs,cardboard_box_pbvs,632,462,-0.006611,0.090557,0.593624,-0.001494,-0.031611,0.040269,0.087781065739458,,0.00,0.00,0.00,0.000000,94.3,205.26,13.57,-52.85,,,
1776646990.851722,12,94.6,track,ibvs,cardboard_box_pbvs,632,462,-0.006792,0.087020,0.596236,-0.001723,-0.033434,0.039008,0.09502008127456163,,0.00,0.00,0.00,0.000000,93.0,205.26,13.57,-52.85,,,
1776646990.944984,13,93.3,track,ibvs,cardboard_box_pbvs,632,462,-0.006928,0.086925,0.603644,-0.001457,-0.021512,0.042628,0.10506512864338459,,0.00,0.00,0.00,0.000000,93.6,205.26,13.57,-52.85,,,
1776646991.038813,14,93.8,track,ibvs,cardboard_box_pbvs,632,462,-0.006963,0.087255,0.606115,-0.001047,-0.009857,0.040653,0.11641981506056961,,0.00,0.00,0.00,0.000000,94.3,205.26,13.57,-52.85,,,
1776646991.133323,15,94.5,track,ibvs,cardboard_box_pbvs,632,462,-0.006438,0.081398,0.561740,-0.000145,-0.007503,-0.008898,0.07950779679643075,0.533563607051065,0.00,0.00,0.00,0.000000,123.0,205.26,13.57,-52.85,,,
