timestamp,frame,dt_ms,mode,pipeline,run_tag,centroid_u,centroid_v,ekf_x,ekf_y,ekf_z,ekf_vx,ekf_vy,ekf_vz,ekf_uncertainty,depth_metric,servo_dx_mm,servo_dy_mm,servo_dz_mm,err_m,iter_time_ms,robot_x_mm,robot_y_mm,robot_z_mm,fp_raw_x,fp_raw_y,fp_raw_z
1776646446.099944,1,100.2,detect,ibvs,cardboard_box_pbvs,597,467,-0.036185,0.090042,0.589063,0.000000,0.000000,0.000000,0.4472135954999579,0.5890626712653375,0.00,0.00,0.00,0.000000,2238.3,205.26,5.56,-52.85,,,
1776646448.338726,2,2238.8,track,ibvs,cardboard_box_pbvs,597,468,-0.036177,0.090864,0.588935,0.000003,0.000360,-0.000055,1.6140011431738304,,0.00,0.00,0.00,0.000000,975.2,205.26,13.56,-52.85,,,
1776646449.314303,3,975.6,track,ibvs,cardboard_box_pbvs,608,468,-0.026945,0.090900,0.589164,0.009400,0.000092,0.000589,2.2988289640660176,,0.00,0.00,0.00,0.000000,91.4,205.26,13.56,-52.85,,,
1776646449.405921,4,91.6,track,ibvs,cardboard_box_pbvs,609,467,-0.026039,0.090038,0.588111,0.009207,-0.005188,0.001051,0.6876282517231321,,0.00,0.00,0.00,0.000000,186.7,205.26,13.56,-52.85,,,
1776646449.592996,5,187.1,track,ibvs,cardboard_box_pbvs,610,467,-0.023302,0.082947,0.542743,0.004208,-0.003679,-0.012995,0.10022470440681272,0.541922617077094,0.00,0.00,0.00,0.000000,123.3,205.26,13.56,-52.85,,,
1776646449.716608,6,123.6,track,ibvs,cardboard_box_pbvs,609,467,-0.023727,0.082558,0.540343,-0.000086,-0.002847,-0.012933,0.10577997797748902,,0.00,0.00,0.00,0.000000,184.3,205.26,13.56,-52.85,,,
1776646449.901141,7,184.5,track,ibvs,cardboard_box_pbvs,609,467,-0.023811,0.082195,0.537883,-0.000336,-0.002237,-0.013032,0.12104163910790605,,0.00,0.00,0.00,0.000000,96.7,205.26,13.56,-52.85,,,
1776646449.998139,8,97.0,track,ibvs,cardboard_box_pbvs,610,468,-0.023203,0.082595,0.536606,0.002806,0.000745,-0.013378,0.13161588869050456,,0.00,0.00,0.00,0.000000,95.1,205.26,13.56,-52.85,,,
1776646450.093709,9,95.6,track,ibvs,cardboard_box_pbvs,609,468,-0.023528,0.082665,0.535672,-0.000063,0.000519,-0.013142,0.14328692420095798,,0.00,0.00,0.00,0.000000,95.8,205.26,13.56,-52.85,,,
1776646450.189774,10,96.1,track,ibvs,cardboard_box_pbvs,609,468,-0.023799,0.083107,0.538213,-0.000691,0.000135,-0.009651,0.08514501324706632,0.5398109571109384,0.00,0.00,0.00,0.000000,123.3,205.26,13.56,-52.85,,,
1776646450.313382,11,123.6,track,ibvs,cardboard_box_pbvs,609,467,-0.023806,0.082312,0.537079,-0.000362,-0.003314,-0.009115,0.0958062220761649,,0.00,0.00,0.00,0.000000,182.4,205.26,13.56,-52.85,,,
