timestamp,frame,dt_ms,mode,pipeline,run_tag,centroid_u,centroid_v,ekf_x,ekf_y,ekf_z,ekf_vx,ekf_vy,ekf_vz,ekf_uncertainty,depth_metric,servo_dx_mm,servo_dy_mm,servo_dz_mm,err_m,iter_time_ms,robot_x_mm,robot_y_mm,robot_z_mm,fp_raw_x,fp_raw_y,fp_raw_z
1776645086.372277,1,100.6,detect,ekf,cardboard_box_ekf,,,,,,,,,,,0.00,0.00,0.00,0.000000,2248.0,300.00,-0.00,300.00,,,
1776645088.620638,2,2248.4,detect,ekf,cardboard_box_ekf,,,,,,,,,,,0.00,0.00,0.00,0.000000,266.0,300.00,-0.00,300.00,,,
1776645088.886820,3,266.2,detect,ekf,cardboard_box_ekf,,,,,,,,,,,0.00,0.00,0.00,0.000000,257.9,300.00,-0.00,300.00,,,
1776645089.144906,4,258.1,detect,ekf,cardboard_box_ekf,,,,,,,,,,,0.00,0.00,0.00,0.000000,259.7,300.00,7.60,300.00,,,
1776645089.404791,5,259.9,detect,ekf,cardboard_box_ekf,,,,,,,,,,,0.00,0.00,0.00,0.000000,250.9,300.00,7.60,300.00,,,
1776645089.655912,6,251.1,detect,ekf,cardboard_box_ekf,,,,,,,,,,,0.00,0.00,0.00,0.000000,243.3,300.00,8.00,300.00,,,
1776645089.899421,7,243.5,detect,ekf,cardboard_box_ekf,,,,,,,,,,,0.00,0.00,0.00,0.000000,247.5,300.00,8.00,300.00,,,
1776645090.147111,8,247.7,detect,ekf,cardboard_box_ekf,,,,,,,,,,,0.00,0.00,0.00,0.000000,250.7,300.00,8.00,300.00,,,
1776645090.397991,9,250.9,detect,ekf,cardboard_box_ekf,,,,,,,,,,,0.00,0.00,0.00,0.000000,244.6,300.00,8.00,300.00,,,
1776645090.642769,10,244.8,detect,ekf,cardboard_box_ekf,,,,,,,,,,,0.00,0.00,0.00,0.000000,249.7,300.00,8.00,300.00,,,
1776645090.892632,11,249.9,detect,ekf,cardboard_box_ekf,,,,,,,,,,,0.00,0.00,0.00,0.000000,260.5,300.00,8.00,300.00,,,
1776645091.153315,12,260.7,detect,ekf,cardboard_box_ekf,,,,,,,,,,,0.00,0.00,0.00,0.000000,258.7,300.00,1.71,300.00,,,
1776645091.412144,13,258.8,detect,ekf,cardboard_box_ekf,,,,,,,,,,,0.00,0.00,0.00,0.000000,258.6,300.00,1.71,300.00,,,
1776645091.670915,14,258.8,detect,ekf,cardboard_box_ekf,1049,251,0.198796,-0.052980,0.340238,0.000000,0.000000,0.000000,0.4472135954999579,0.34023835485360115,0.00,0.00,0.00,0.000000,451.5,300.00,0.00,301.57,,,
1776645092.122650,15,451.7,track,ekf,cardboard_box_ekf,1059,282,0.203399,-0.037844,0.339797,0.006835,0.022480,-0.000493,0.43097903330152076,,0.00,0.00,0.00,0.000000,1026.0,300.00,-0.00,308.00,,,
1776645093.149039,16,1026.4,track,ekf,cardboard_box_ekf,1065,277,0.214005,-0.040791,0.352202,0.007452,-0.002086,0.007148,1.0560910442257596,,0.00,0.00,0.00,0.000000,95.5,300.00,-0.00,308.00,,,
1776645093.244779,17,95.7,track,ekf,cardboard_box_ekf,1066,277,0.208285,-0.040606,0.342266,0.004468,-0.002520,0.000169,0.1702410716362111,,0.00,0.00,0.00,0.000000,94.1,300.00,-0.00,308.00,,,
1776645093.339111,18,94.3,track,ekf,cardboard_box_ekf,1066,266,0.210215,-0.045722,0.345310,-0.005412,-0.030812,-0.012413,0.09275830250149512,0.3199981367971994,0.00,0.00,0.00,0.000000,128.7,300.00,-0.00,308.00,,,
1776645093.468100,19,129.0,track,ekf,cardboard_box_ekf,1066,265,0.208581,-0.046826,0.342708,-0.000868,-0.018634,-0.002389,0.10663112069158982,,0.00,0.00,0.00,0.000000,145.6,300.00,-0.00,308.00,,,
