timestamp,frame,dt_ms,mode,pipeline,run_tag,centroid_u,centroid_v,ekf_x,ekf_y,ekf_z,ekf_vx,ekf_vy,ekf_vz,ekf_uncertainty,depth_metric,servo_dx_mm,servo_dy_mm,servo_dz_mm,err_m,iter_time_ms,robot_x_mm,robot_y_mm,robot_z_mm,fp_raw_x,fp_raw_y,fp_raw_z
1776647236.270178,1,100.3,detect,foundationpose,cardboard_box_fp,630,455,-0.009261,0.084202,0.618521,0.000000,0.000000,0.000000,0.3,0.6185212135314941,0.00,0.00,0.00,0.000000,2611.0,205.26,5.57,-52.85,-0.009261,0.084202,0.618521
1776647238.881858,2,2611.7,track,foundationpose,cardboard_box_fp,630,456,-0.008804,0.084611,0.618550,0.000174,0.000156,0.000011,0.013856277589478942,0.6185500025749207,0.00,0.00,0.00,0.000000,70.6,205.26,5.57,-52.85,-0.008804,0.084611,0.618550
1776647238.952728,3,70.9,track,foundationpose,cardboard_box_fp,630,456,-0.008658,0.084874,0.618662,0.001431,0.002540,0.001113,0.012240829337122937,0.6186919212341309,0.00,0.00,0.00,0.000000,32.5,205.26,5.57,-52.85,-0.008620,0.084948,0.618692
1776647238.985693,4,33.0,track,foundationpose,cardboard_box_fp,630,456,-0.008797,0.084805,0.618614,-0.000337,0.001081,0.000284,0.010839234624436771,0.6185612678527832,0.00,0.00,0.00,0.000000,39.9,205.26,5.57,-52.85,-0.008917,0.084706,0.618561
1776647239.025828,5,40.1,track,foundationpose,cardboard_box_fp,630,456,-0.008582,0.084682,0.618760,0.001609,-0.000328,0.001437,0.01055705747818053,0.6188548803329468,0.00,0.00,0.00,0.000000,42.4,205.26,5.57,-52.85,-0.008415,0.084561,0.618855
1776647239.068562,6,42.7,track,foundationpose,cardboard_box_fp,631,456,-0.008387,0.084712,0.618805,0.002525,-0.000008,0.001324,0.01031929970178125,0.6187930107116699,0.00,0.00,0.00,0.000000,27.2,205.26,5.57,-52.85,-0.008285,0.084748,0.618793
1776647239.096044,7,27.5,track,foundationpose,cardboard_box_fp,630,456,-0.008429,0.084691,0.618738,0.001777,-0.000151,0.000622,0.009447791222523318,0.6186186075210571,0.00,0.00,0.00,0.000000,22.1,205.26,5.57,-52.85,-0.008557,0.084666,0.618619
1776647239.118402,8,22.4,track,foundationpose,cardboard_box_fp,630,456,-0.008589,0.084637,0.618705,0.000488,-0.000474,0.000324,0.008759495015238554,0.6186363101005554,0.00,0.00,0.00,0.000000,16.3,205.26,5.57,-52.85,-0.008890,0.084562,0.618636
1776647239.134909,9,16.5,track,foundationpose,cardboard_box_fp,631,456,-0.008481,0.084711,0.618772,0.001123,0.000041,0.000709,0.0081177284961032,0.6188874840736389,0.00,0.00,0.00,0.000000,18.3,205.26,5.57,-52.85,-0.008288,0.084867,0.618887
1776647239.153438,10,18.5,track,foundationpose,cardboard_box_fp,630,456,-0.008492,0.084705,0.618771,0.000920,-0.000002,0.000623,0.007814665863734152,0.6187410354614258,0.00,0.00,0.00,0.000000,23.5,205.26,5.57,-52.85,-0.008562,0.084690,0.618741
1776647239.177196,11,23.8,track,foundationpose,cardboard_box_fp,630,456,-0.008543,0.084760,0.618804,0.000479,0.000336,0.000734,0.00783757309789393,0.6188424825668335,0.00,0.00,0.00,0.000000,19.8,205.26,5.57,-52.85,-0.008697,0.084879,0.618842
